no_of_previous_bookings_not_canceled,room_type_reserved,Booking_ID,no_of_children,repeated_guest,no_of_special_requests,no_of_adults,arrival_year,no_of_week_nights,type_of_meal_plan,booking_status,required_car_parking_space,market_segment_type,avg_price_per_room,arrival_date,no_of_weekend_nights,arrival_month,lead_time,no_of_previous_cancellations
0,Room_Type 1,INN04754,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,75,17,0,2,44,0
0,Room_Type 1,INN01513,0,0,0,2,2017,3,Meal Plan 1,Canceled,0,Online,116.75,10,1,9,15,0
0,Room_Type 1,INN23907,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,16,0,10,102,0
0,Room_Type 4,INN17811,1,0,0,3,2018,2,Meal Plan 1,Canceled,0,Online,159.3,20,0,7,49,0
0,Room_Type 1,INN23647,1,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,127.67,16,2,4,14,0
0,Room_Type 1,INN06177,0,0,1,2,2018,5,Meal Plan 1,Not_Canceled,1,Online,114.3,12,1,7,103,0
0,Room_Type 4,INN24399,0,0,0,3,2018,5,Meal Plan 1,Not_Canceled,0,Online,165.3,22,1,8,85,0
0,Room_Type 4,INN31986,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,115.2,1,1,10,267,0
6,Room_Type 4,INN29966,0,1,2,1,2018,1,Meal Plan 1,Not_Canceled,0,Offline,45,16,0,2,1,0
0,Room_Type 1,INN14856,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Offline,60,28,2,2,1,0
0,Room_Type 7,INN10923,0,0,0,2,2017,1,Meal Plan 1,Not_Canceled,0,Offline,52,27,2,12,10,0
0,Room_Type 4,INN06193,0,0,0,2,2017,4,Meal Plan 1,Not_Canceled,0,Online,76.58,10,0,11,5,0
0,Room_Type 1,INN11892,0,0,1,1,2018,0,Meal Plan 1,Not_Canceled,0,Corporate,75,13,2,11,4,0
0,Room_Type 1,INN30704,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,121,12,1,6,3,0
0,Room_Type 1,INN13595,0,0,1,3,2018,2,Not Selected,Not_Canceled,1,Online,75,21,0,1,18,0
0,Room_Type 1,INN13983,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Offline,85,29,0,3,53,0
0,Room_Type 4,INN17912,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,146,21,0,7,1,0
0,Room_Type 4,INN17119,0,0,2,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,145.2,15,2,10,41,0
0,Room_Type 1,INN19351,0,0,1,3,2018,4,Not Selected,Not_Canceled,0,Online,78.54,30,0,3,92,0
0,Room_Type 1,INN03387,0,0,2,2,2018,4,Not Selected,Not_Canceled,0,Online,120.15,4,2,11,71,0
0,Room_Type 4,INN11247,0,0,2,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,104.4,25,0,10,85,0
0,Room_Type 1,INN28591,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,0,21,0,10,5,0
0,Room_Type 1,INN16587,0,0,1,3,2018,3,Meal Plan 1,Not_Canceled,0,Offline,96.9,3,2,7,153,0
0,Room_Type 2,INN14723,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,74.25,4,1,1,1,0
0,Room_Type 1,INN19391,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Offline,85,20,1,3,13,0
0,Room_Type 1,INN32888,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,118.8,1,0,9,45,0
0,Room_Type 1,INN20891,0,0,0,2,2017,3,Meal Plan 1,Canceled,0,Offline,65.55,10,1,9,21,0
0,Room_Type 1,INN35604,0,0,1,2,2018,5,Meal Plan 1,Canceled,0,Online,105.28,19,2,5,166,0
0,Room_Type 1,INN11390,0,0,0,2,2017,5,Meal Plan 1,Not_Canceled,0,Offline,70,29,0,12,140,0
0,Room_Type 2,INN16287,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,88.25,7,0,1,0,0
0,Room_Type 4,INN32404,0,0,0,3,2018,1,Meal Plan 1,Not_Canceled,0,Online,165,1,0,7,5,0
0,Room_Type 1,INN09942,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,16,0,10,102,0
0,Room_Type 1,INN01768,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Offline,72.25,13,0,7,133,0
0,Room_Type 1,INN27281,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,94.5,5,0,8,159,0
0,Room_Type 1,INN28968,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Offline,75,8,2,5,87,0
0,Room_Type 1,INN34547,0,0,0,2,2018,2,Not Selected,Canceled,0,Online,107.1,1,0,7,49,0
0,Room_Type 1,INN09534,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,90.95,25,1,7,206,0
0,Room_Type 4,INN07041,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,60,6,1,11,56,0
0,Room_Type 1,INN22487,0,0,0,2,2017,2,Meal Plan 1,Canceled,0,Offline,65,30,2,10,99,0
0,Room_Type 1,INN19039,0,0,1,2,2018,2,Meal Plan 2,Canceled,0,Offline,115,13,0,9,346,0
0,Room_Type 1,INN05719,1,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,67.5,25,1,3,0,0
0,Room_Type 6,INN32099,2,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,226.5,27,0,9,26,0
0,Room_Type 1,INN17866,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,62.73,22,1,8,169,0
0,Room_Type 1,INN22945,0,0,3,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,111.35,30,1,5,12,0
0,Room_Type 1,INN29507,0,0,0,1,2017,1,Meal Plan 1,Not_Canceled,0,Online,143,4,0,9,0,0
0,Room_Type 1,INN06799,0,0,1,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,109.1,25,2,9,30,0
0,Room_Type 1,INN23886,0,0,0,1,2017,2,Meal Plan 2,Not_Canceled,0,Offline,87,17,0,7,273,0
0,Room_Type 1,INN13552,0,0,0,1,2018,0,Meal Plan 1,Not_Canceled,0,Offline,75,20,1,3,0,0
0,Room_Type 1,INN13860,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,90,21,1,8,11,0
0,Room_Type 1,INN31650,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,112.5,14,2,5,116,0
0,Room_Type 1,INN36062,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,70,12,0,10,105,0
0,Room_Type 6,INN20266,0,0,3,3,2018,1,Meal Plan 1,Not_Canceled,0,Online,215.55,3,1,10,33,0
0,Room_Type 1,INN32201,0,0,0,1,2018,5,Meal Plan 1,Canceled,0,Online,156.92,7,1,11,16,0
0,Room_Type 1,INN11805,0,0,1,2,2018,2,Not Selected,Canceled,0,Online,134.1,23,1,9,112,0
0,Room_Type 4,INN31915,0,0,0,3,2018,2,Meal Plan 1,Canceled,0,Online,159.3,27,1,5,53,0
0,Room_Type 1,INN24800,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,68,17,2,12,65,0
0,Room_Type 1,INN00750,0,0,0,2,2018,3,Meal Plan 2,Canceled,0,Online,149.4,15,2,4,25,0
0,Room_Type 1,INN35721,0,0,0,2,2017,2,Meal Plan 2,Not_Canceled,0,Offline,109,18,0,9,74,0
0,Room_Type 1,INN14390,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,1,Online,148,20,0,9,15,0
0,Room_Type 1,INN21997,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,95,13,1,5,273,0
0,Room_Type 1,INN04620,0,0,0,2,2018,1,Not Selected,Canceled,0,Online,89.4,21,0,5,40,0
0,Room_Type 4,INN36240,0,0,0,3,2018,1,Meal Plan 1,Not_Canceled,0,Online,130,27,0,2,2,0
0,Room_Type 1,INN08693,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,93.6,9,1,12,56,0
0,Room_Type 1,INN08895,0,0,1,1,2017,3,Meal Plan 1,Not_Canceled,0,Online,63.75,17,0,11,89,0
0,Room_Type 1,INN23799,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,95,14,0,5,24,0
0,Room_Type 1,INN02329,0,0,2,2,2017,4,Meal Plan 1,Not_Canceled,0,Online,100.67,19,2,8,6,0
0,Room_Type 1,INN10154,1,0,1,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,125.83,6,0,10,26,0
0,Room_Type 1,INN20526,0,0,0,1,2018,1,Meal Plan 2,Not_Canceled,0,Offline,75,21,0,9,62,0
0,Room_Type 1,INN06895,0,0,0,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,79.56,25,1,7,83,0
0,Room_Type 1,INN07990,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,95,13,0,10,37,0
0,Room_Type 4,INN06793,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,148.28,15,2,10,40,0
0,Room_Type 1,INN20849,0,0,3,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,108.9,4,0,10,207,0
0,Room_Type 1,INN35402,0,0,0,1,2018,2,Meal Plan 1,Canceled,0,Corporate,95,19,0,5,28,0
0,Room_Type 1,INN06111,0,0,0,2,2017,2,Meal Plan 1,Not_Canceled,0,Offline,65,29,0,9,68,0
0,Room_Type 4,INN28229,0,0,3,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,126,8,0,12,60,0
0,Room_Type 1,INN27543,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,1,Online,111,20,0,1,1,0
0,Room_Type 1,INN18857,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Offline,70,30,0,12,160,0
0,Room_Type 1,INN31519,0,0,1,2,2017,3,Meal Plan 1,Canceled,0,Online,72.25,28,1,12,133,0
0,Room_Type 1,INN20752,0,0,0,2,2017,1,Not Selected,Not_Canceled,0,Online,75,26,0,12,3,0
0,Room_Type 1,INN20020,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,1,Online,131,28,0,12,3,0
0,Room_Type 1,INN33916,0,0,2,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,84.15,11,2,11,31,0
0,Room_Type 1,INN35448,0,0,0,2,2017,1,Meal Plan 1,Canceled,0,Offline,48,21,1,9,19,0
0,Room_Type 1,INN09689,1,0,2,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,94,25,0,7,84,0
0,Room_Type 1,INN25630,1,0,0,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,161,17,2,10,26,0
0,Room_Type 1,INN26876,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,106,21,0,8,2,0
0,Room_Type 4,INN30600,0,0,0,3,2018,2,Meal Plan 1,Canceled,0,Online,168.3,1,1,7,22,0
0,Room_Type 4,INN06630,0,0,0,1,2018,5,Meal Plan 1,Canceled,0,Online,148.04,24,2,5,1,0
0,Room_Type 1,INN25637,0,0,1,1,2018,2,Meal Plan 1,Canceled,0,Corporate,130,16,1,5,63,0
0,Room_Type 1,INN00831,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,110,1,0,11,166,0
3,Room_Type 1,INN20009,0,1,1,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,67,24,0,11,3,1
0,Room_Type 1,INN05261,1,0,2,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,109,18,0,3,23,0
0,Room_Type 1,INN19645,0,0,1,2,2018,5,Meal Plan 2,Not_Canceled,0,Offline,89.14,5,2,9,277,0
0,Room_Type 1,INN20458,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,80.75,12,0,5,191,0
0,Room_Type 1,INN17013,0,0,1,2,2017,0,Meal Plan 1,Not_Canceled,0,Online,94.5,11,1,10,51,0
0,Room_Type 1,INN11059,0,0,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,85,12,0,2,4,0
0,Room_Type 1,INN29135,0,0,0,2,2018,5,Meal Plan 1,Not_Canceled,0,Offline,80.75,12,2,9,179,0
0,Room_Type 1,INN31890,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Offline,60,28,2,2,1,0
0,Room_Type 1,INN35135,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,78.3,16,2,1,42,0
0,Room_Type 1,INN28211,0,0,1,2,2017,1,Meal Plan 1,Not_Canceled,0,Online,86.4,5,1,9,47,0
0,Room_Type 1,INN32683,0,0,2,2,2018,1,Not Selected,Canceled,0,Online,80.1,29,2,10,183,0
0,Room_Type 1,INN33425,0,0,2,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,102,16,1,10,30,0
0,Room_Type 1,INN09573,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Online,75,4,1,1,2,0
0,Room_Type 1,INN27065,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,110,21,0,10,263,0
0,Room_Type 4,INN12635,0,0,0,3,2018,3,Meal Plan 1,Not_Canceled,0,Online,150.15,12,2,6,102,0
0,Room_Type 4,INN21397,0,0,0,1,2018,1,Meal Plan 2,Not_Canceled,0,Offline,92,6,0,4,55,0
0,Room_Type 5,INN23994,0,0,0,1,2017,0,Meal Plan 1,Not_Canceled,0,Complementary,0,2,1,8,2,0
0,Room_Type 1,INN14143,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Offline,75,6,0,4,105,0
0,Room_Type 4,INN08481,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,166,15,1,8,14,0
0,Room_Type 1,INN35853,0,0,1,2,2018,4,Meal Plan 1,Canceled,0,Online,79.72,9,1,5,135,0
0,Room_Type 1,INN09616,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,135.9,5,1,9,69,0
0,Room_Type 1,INN06515,0,0,1,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,117,3,1,10,38,0
0,Room_Type 1,INN30273,0,0,1,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,111.33,30,0,9,23,0
0,Room_Type 5,INN16025,0,0,0,3,2018,0,Meal Plan 1,Not_Canceled,1,Online,131.4,21,1,11,44,0
0,Room_Type 1,INN13992,0,0,2,2,2018,4,Not Selected,Canceled,0,Online,100.35,28,2,8,34,0
0,Room_Type 1,INN26381,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Online,129,14,0,5,0,0
0,Room_Type 4,INN21485,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,132.6,25,0,5,113,0
0,Room_Type 1,INN13960,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,100,2,0,10,164,0
0,Room_Type 1,INN23800,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,76.5,4,2,9,79,0
0,Room_Type 2,INN29420,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,97.55,30,0,6,124,0
0,Room_Type 1,INN17032,0,1,0,2,2017,0,Meal Plan 1,Not_Canceled,0,Corporate,100,20,2,9,5,1
0,Room_Type 1,INN08372,0,0,0,2,2018,3,Not Selected,Not_Canceled,0,Online,121.72,7,1,11,64,0
0,Room_Type 4,INN04869,0,0,0,2,2018,1,Meal Plan 2,Not_Canceled,0,Offline,86.8,22,1,2,9,0
0,Room_Type 1,INN15899,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,103,29,0,11,7,0
0,Room_Type 1,INN11264,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,75,29,0,6,20,0
0,Room_Type 1,INN15348,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,89,4,1,11,305,0
0,Room_Type 1,INN28732,1,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,138.15,24,0,3,37,0
0,Room_Type 1,INN20292,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Offline,110,1,0,11,166,0
0,Room_Type 4,INN09010,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,106,12,0,2,7,0
0,Room_Type 1,INN33886,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,90.95,5,0,4,68,0
0,Room_Type 1,INN04902,0,0,0,1,2018,0,Meal Plan 1,Not_Canceled,1,Online,96,5,1,12,13,0
0,Room_Type 1,INN11298,0,0,0,1,2018,1,Meal Plan 2,Not_Canceled,0,Offline,90,30,1,7,301,0
0,Room_Type 1,INN26375,0,0,0,1,2018,10,Meal Plan 1,Canceled,0,Aviation,95,9,5,5,11,0
0,Room_Type 1,INN18695,0,0,0,3,2018,3,Meal Plan 1,Not_Canceled,0,Offline,92.1,24,0,2,81,0
0,Room_Type 1,INN06117,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,139,6,0,7,9,0
0,Room_Type 1,INN33045,0,0,3,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,96.3,22,1,4,150,0
0,Room_Type 1,INN02004,0,0,1,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,90.95,11,1,4,77,0
0,Room_Type 2,INN23926,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,69.92,16,2,4,158,0
0,Room_Type 1,INN24259,0,0,1,2,2018,1,Not Selected,Not_Canceled,0,Online,116.1,19,0,5,97,0
0,Room_Type 1,INN17897,0,0,0,2,2018,4,Not Selected,Canceled,0,Online,74.8,7,1,12,124,0
0,Room_Type 1,INN03975,0,0,0,2,2018,4,Not Selected,Not_Canceled,0,Online,51.09,24,0,2,48,0
0,Room_Type 4,INN18265,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,132.3,21,2,10,78,0
0,Room_Type 1,INN24067,0,0,2,2,2017,2,Not Selected,Not_Canceled,1,Online,90,20,0,8,10,0
0,Room_Type 2,INN07747,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,72.25,20,0,7,125,0
0,Room_Type 1,INN19738,0,0,1,2,2017,3,Not Selected,Not_Canceled,0,Online,77.35,26,2,12,8,0
0,Room_Type 1,INN22725,0,0,0,1,2017,3,Meal Plan 1,Not_Canceled,0,Online,114,11,0,8,1,0
0,Room_Type 1,INN19000,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,101,13,1,6,14,0
0,Room_Type 7,INN30650,0,0,1,3,2018,2,Meal Plan 1,Not_Canceled,0,Online,184.06,26,1,9,29,0
0,Room_Type 1,INN21745,1,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,133.58,21,2,5,30,0
0,Room_Type 1,INN26026,0,0,2,2,2018,2,Not Selected,Not_Canceled,0,Online,89,18,0,11,14,0
0,Room_Type 1,INN12450,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,123,26,0,10,37,0
0,Room_Type 1,INN31856,0,0,0,2,2018,3,Not Selected,Not_Canceled,0,Online,105.9,28,0,4,73,0
0,Room_Type 1,INN22019,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,65,10,0,5,4,0
0,Room_Type 1,INN26280,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,75,12,2,11,51,0
0,Room_Type 1,INN32084,0,0,2,2,2018,4,Not Selected,Not_Canceled,0,Online,109.65,3,0,5,98,0
0,Room_Type 1,INN26488,0,0,0,1,2018,2,Meal Plan 1,Canceled,0,Offline,100,5,2,6,163,0
0,Room_Type 1,INN15018,0,0,1,2,2018,2,Not Selected,Not_Canceled,0,Online,70.12,19,2,6,47,0
0,Room_Type 1,INN15647,0,0,1,2,2017,3,Meal Plan 1,Not_Canceled,0,Offline,65,12,1,10,60,0
0,Room_Type 1,INN04264,0,0,0,1,2017,2,Meal Plan 2,Not_Canceled,0,Offline,87,17,0,7,273,0
0,Room_Type 1,INN04703,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,90.86,29,2,5,20,0
0,Room_Type 1,INN28036,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,81,19,0,2,99,0
0,Room_Type 1,INN19271,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,95,23,2,4,44,0
0,Room_Type 1,INN02100,1,0,1,1,2018,3,Not Selected,Not_Canceled,0,Online,81.95,20,1,6,92,0
0,Room_Type 4,INN29048,0,0,1,3,2018,2,Meal Plan 1,Not_Canceled,0,Online,137.7,14,0,7,116,0
0,Room_Type 1,INN19405,0,0,1,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,96.3,23,0,6,80,0
0,Room_Type 1,INN12218,0,0,3,1,2018,1,Meal Plan 1,Not_Canceled,0,Online,113.4,3,1,10,92,0
0,Room_Type 1,INN02331,0,0,0,2,2018,3,Not Selected,Canceled,0,Online,89.25,16,1,5,132,0
0,Room_Type 1,INN13492,0,0,1,2,2018,2,Not Selected,Not_Canceled,0,Online,88,4,0,11,53,0
0,Room_Type 1,INN01293,1,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,109,6,0,2,12,0
0,Room_Type 1,INN31832,0,0,0,3,2018,5,Meal Plan 1,Not_Canceled,0,Offline,184.65,27,0,12,249,0
0,Room_Type 1,INN27702,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Offline,89,4,1,11,305,0
0,Room_Type 1,INN26385,0,0,0,2,2018,0,Meal Plan 1,Not_Canceled,0,Online,0,24,0,4,143,0
0,Room_Type 1,INN25030,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Online,108.9,25,0,5,33,0
0,Room_Type 1,INN09559,0,0,0,3,2018,0,Meal Plan 1,Not_Canceled,0,Online,150.3,3,1,4,36,0
0,Room_Type 1,INN29946,0,0,1,2,2017,2,Meal Plan 1,Canceled,0,Online,89.25,11,2,10,68,0
0,Room_Type 1,INN21521,0,0,2,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,88.4,7,0,12,76,0
0,Room_Type 1,INN00264,0,0,1,1,2018,2,Meal Plan 1,Canceled,0,Online,152.1,6,2,11,209,0
0,Room_Type 4,INN10027,0,0,0,2,2018,4,Meal Plan 1,Canceled,0,Online,131.4,4,1,4,34,0
0,Room_Type 1,INN01649,0,0,0,1,2018,3,Meal Plan 1,Not_Canceled,0,Offline,75,16,0,11,16,0
0,Room_Type 1,INN35979,0,0,1,2,2017,1,Meal Plan 1,Not_Canceled,0,Offline,72.24,26,1,10,61,0
0,Room_Type 1,INN07215,0,0,3,2,2017,4,Meal Plan 1,Not_Canceled,0,Online,76.5,11,0,8,189,0
0,Room_Type 1,INN00695,0,0,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Offline,78.3,3,2,12,271,0
0,Room_Type 1,INN02988,0,0,2,2,2018,2,Not Selected,Not_Canceled,0,Online,88,17,0,11,23,0
0,Room_Type 5,INN06352,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Corporate,170.63,6,0,10,8,0
0,Room_Type 4,INN16519,0,0,2,2,2018,5,Meal Plan 1,Not_Canceled,0,Online,121.83,14,1,6,150,0
0,Room_Type 1,INN16492,0,0,0,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,118.16,24,1,3,42,0
0,Room_Type 1,INN02106,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,70,8,0,9,433,0
0,Room_Type 1,INN00127,0,0,1,1,2018,1,Meal Plan 1,Canceled,0,Online,112,3,0,11,14,0
17,Room_Type 1,INN27904,0,1,0,1,2018,2,Meal Plan 1,Not_Canceled,0,Corporate,66,18,1,1,3,2
0,Room_Type 1,INN14675,0,0,0,2,2018,3,Meal Plan 1,Canceled,0,Online,116,11,1,4,0,0
0,Room_Type 1,INN20807,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,122.6,28,0,7,20,0
0,Room_Type 1,INN15065,0,0,0,2,2018,1,Meal Plan 2,Not_Canceled,0,Offline,101,2,2,1,150,0
0,Room_Type 4,INN21258,0,0,1,1,2018,2,Meal Plan 1,Not_Canceled,0,Online,131,8,0,4,16,0
0,Room_Type 1,INN03184,0,0,1,2,2017,2,Meal Plan 1,Not_Canceled,0,Online,103.5,12,1,10,34,0
0,Room_Type 4,INN04394,0,0,0,2,2017,3,Meal Plan 1,Not_Canceled,0,Offline,60,27,2,12,93,0
0,Room_Type 1,INN25968,0,0,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,81,19,0,2,15,0
0,Room_Type 4,INN24968,0,0,2,2,2018,2,Meal Plan 1,Not_Canceled,0,Online,115.6,8,0,6,20,0
0,Room_Type 4,INN19083,0,0,1,3,2018,2,Meal Plan 1,Canceled,0,Online,114.3,11,1,3,36,0
0,Room_Type 1,INN03390,0,0,2,2,2018,3,Meal Plan 1,Not_Canceled,0,Online,111.4,15,2,4,25,0
0,Room_Type 1,INN20721,0,0,0,1,2018,3,Meal Plan 1,Canceled,0,Online,115.94,19,2,6,131,0
0,Room_Type 4,INN20572,0,0,0,3,2017,1,Meal Plan 1,Not_Canceled,0,Offline,90,21,2,11,61,0
0,Room_Type 1,INN27711,0,0,1,1,2018,0,Meal Plan 1,Not_Canceled,0,Online,76,4,1,1,2,0
0,Room_Type 1,INN04491,0,0,0,2,2018,1,Not Selected,Not_Canceled,0,Online,129,6,0,4,1,0
0,Room_Type 1,INN03095,1,0,0,2,2018,1,Not Selected,Canceled,0,Online,93.17,6,2,8,126,0
0,Room_Type 1,INN06644,0,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,126.9,30,0,4,43,0
0,Room_Type 1,INN07194,0,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Offline,72.25,29,1,6,154,0
0,Room_Type 1,INN11285,0,0,1,2,2018,2,Meal Plan 1,Not_Canceled,0,Corporate,110,24,0,5,5,0
0,Room_Type 4,INN16936,0,0,0,3,2018,4,Meal Plan 1,Canceled,0,Online,126.9,31,1,10,212,0
0,Room_Type 4,INN21197,0,0,2,3,2018,2,Meal Plan 1,Not_Canceled,0,Online,158.4,16,2,10,53,0
0,Room_Type 1,INN04007,0,0,0,2,2018,2,Meal Plan 1,Canceled,0,Online,144,19,1,9,159,0
0,Room_Type 4,INN21788,0,0,2,3,2018,6,Meal Plan 1,Not_Canceled,0,Online,148.7,18,3,7,92,0
0,Room_Type 1,INN17356,1,0,1,2,2018,4,Meal Plan 1,Not_Canceled,0,Online,129.99,20,2,8,47,0
0,Room_Type 1,INN30177,0,0,2,2,2017,3,Meal Plan 1,Not_Canceled,0,Online,117.67,3,0,9,6,0
0,Room_Type 2,INN29379,0,0,0,2,2018,2,Meal Plan 1,Not_Canceled,0,Offline,74.8,18,2,3,46,0
0,Room_Type 1,INN08164,0,0,1,2,2018,3,Not Selected,Not_Canceled,0,Online,74.8,5,1,12,30,0
0,Room_Type 1,INN03121,1,0,0,2,2018,1,Meal Plan 1,Canceled,0,Online,149,18,2,6,23,0
0,Room_Type 1,INN32773,0,0,0,1,2017,2,Meal Plan 1,Not_Canceled,0,Offline,100,2,0,10,164,0
41,Room_Type 1,INN30305,0,1,0,1,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,65,7,2,8,2,3
0,Room_Type 1,INN26845,0,0,1,2,2017,2,Meal Plan 1,Canceled,0,Online,76.5,28,1,8,162,0
0,Room_Type 1,INN18218,0,0,2,2,2018,3,Not Selected,Not_Canceled,0,Online,60.48,12,2,11,40,0
0,Room_Type 1,INN34530,0,0,0,2,2018,3,Not Selected,Not_Canceled,0,Online,99,31,0,8,35,0
0,Room_Type 1,INN23965,0,0,0,1,2018,1,Meal Plan 1,Canceled,0,Online,99.9,12,0,4,47,0
2,Room_Type 1,INN05760,0,1,0,2,2018,1,Meal Plan 1,Not_Canceled,0,Corporate,75,13,0,12,6,0
