lead_time,no_of_special_requests,avg_price_per_room,arrival_month,arrival_date,market_segment_type,no_of_week_nights,no_of_weekend_nights,type_of_meal_plan,room_type_reserved,booking_status
32,0,66.9692405472691,9,4,4,7,2,1,0,0
99,0,135.9117163509322,5,19,4,1,0,0,0,0
107,0,94.5,7,25,4,1,0,3,0,0
206,0,82.2453475319663,8,3,4,1,1,1,0,0
4,0,99.03029272782305,8,18,4,10,2,0,0,0
117,1,130.49753527851277,9,24,4,3,1,0,2,0
321,0,79.93997381400838,5,19,4,2,1,0,0,0
30,0,136.01917263382956,9,14,4,2,0,0,0,0
123,1,156.8980125068876,11,25,4,3,1,0,4,0
7,0,113.75020134962935,10,29,3,2,0,0,3,0
233,0,90.0,10,14,3,2,1,0,0,0
47,1,74.8,11,21,4,4,0,3,0,0
80,0,73.12987987728896,2,27,4,5,1,1,0,0
19,0,150.81268509478505,6,16,4,1,1,0,0,0
0,1,140.53617875683733,3,19,4,1,0,0,0,0
56,0,140.62749781942028,6,5,4,1,0,0,3,0
118,0,164.25573608525175,9,22,4,1,1,0,3,0
40,0,66.1219233964722,2,23,3,3,0,2,0,0
82,0,93.6,11,24,4,2,0,0,0,0
24,1,123.70116452552833,9,18,4,2,1,0,0,0
11,0,154.0,9,8,4,1,0,0,3,0
171,1,124.68597312543794,9,28,4,0,1,0,3,0
71,0,65.2763071959169,3,11,4,2,1,3,0,0
205,0,90.95,7,22,4,3,2,0,0,0
326,0,71.27141611893025,7,14,3,3,0,0,0,0
207,1,112.5,8,19,4,0,1,0,0,0
19,1,150.37906841781083,7,24,4,0,0,0,0,0
64,0,132.3,10,18,4,2,0,0,3,0
31,1,75.6484107540285,11,25,4,7,2,0,0,0
51,0,152.10865664459047,7,18,4,2,0,0,0,0
23,0,229.12776580912924,4,23,4,3,0,0,5,0
33,0,103.38751602148727,9,27,4,1,0,1,0,0
109,0,156.7419145688209,6,21,4,2,0,0,3,0
40,0,159.16726576128139,3,25,4,2,0,0,3,0
147,0,177.0204881156836,8,3,4,1,2,0,3,0
101,1,167.45294438535274,8,10,4,3,0,0,3,0
101,0,71.7217126407067,6,22,3,3,1,0,0,0
233,2,163.30167000266064,8,22,4,2,1,0,3,0
115,0,60.0,2,27,3,2,2,0,0,0
166,0,103.64317489374153,8,16,4,4,0,0,0,0
132,0,118.92664958471481,10,3,4,1,2,1,1,0
79,0,93.6,11,21,4,2,0,0,0,0
5,0,138.34181890447135,9,2,4,1,1,1,0,0
150,0,100.42400478714617,7,5,4,2,1,2,0,0
20,0,156.0,5,6,4,1,0,0,3,0
97,0,64.69883545454478,7,4,3,2,0,0,0,0
64,0,94.08046198761136,6,23,4,2,1,3,0,0
112,0,116.76192070038022,6,11,4,3,2,1,0,0
47,0,127.06369381367705,9,2,4,0,1,0,0,0
71,0,109.38514595865053,10,20,3,1,0,1,1,0
33,0,139.5808670795253,3,24,4,3,1,0,4,0
37,0,125.54769993486148,10,4,4,3,0,0,2,0
137,0,150.06707462781404,9,7,4,0,1,0,3,0
196,0,111.78671143682553,8,25,3,2,0,0,0,0
69,0,169.84850297943788,9,4,4,3,1,0,0,0
238,0,85.61535102207858,10,28,4,1,0,2,0,0
103,0,125.37587826743665,9,5,4,1,0,0,3,0
3,0,162.75820705484318,6,10,4,1,1,0,2,0
50,1,208.13338285430288,8,22,4,3,1,0,4,0
78,0,63.544291979148525,9,21,3,1,0,3,0,0
151,0,120.49960091201497,7,5,4,4,1,0,3,0
77,0,117.90165797329577,8,7,4,0,1,0,0,0
71,0,146.87087391832907,7,30,4,0,1,0,3,0
180,1,126.50591446656193,9,3,4,1,1,0,0,0
20,0,150.79129439667915,6,15,4,3,1,0,1,0
34,0,71.27076709096961,3,2,4,3,0,3,0,0
56,0,68.4021368189994,3,13,4,3,0,3,0,0
16,0,176.16318209059227,4,17,4,2,1,0,1,0
105,0,151.9583425619265,8,24,4,4,0,0,3,0
142,0,115.21928806629674,7,11,4,1,1,0,1,0
188,1,105.3,8,9,4,2,0,0,0,0
25,0,139.52809287896963,7,8,4,2,0,2,0,0
1,0,148.5993623779241,3,24,4,0,0,0,0,0
7,1,157.39017302641395,8,13,4,2,0,0,0,0
52,0,117.17897497564972,6,4,4,1,0,1,0,0
61,0,99.15414606959962,3,19,4,1,1,0,0,0
244,0,88.60935406640024,8,4,4,4,3,0,0,0
172,2,129.9901153698219,7,23,4,1,1,0,3,0
158,1,131.3610834178866,7,7,4,2,0,0,0,0
129,0,163.8938631359264,7,24,4,1,1,0,0,0
66,0,136.10940006195239,4,9,4,1,1,0,3,0
27,1,117.25637614562092,9,12,4,1,2,0,0,0
160,1,128.79533420127174,8,16,4,2,0,0,1,0
27,1,150.06745639909497,7,23,4,2,0,0,2,0
216,1,158.95,8,7,4,3,1,0,5,0
66,0,75.0,10,9,3,2,1,0,0,0
55,0,156.6,12,19,4,0,1,0,5,0
152,0,80.61802065791606,6,25,4,5,2,0,0,0
142,1,117.79548027878089,5,25,4,0,1,0,0,0
41,0,81.2002156226912,3,5,4,2,2,0,0,0
71,0,101.77614212335965,9,6,4,1,2,0,3,0
213,0,108.93042314501992,8,3,4,3,0,0,0,0
110,0,139.2480626606931,6,23,4,1,1,0,2,0
102,0,85.0,9,27,3,1,0,3,0,0
18,0,154.12350334703305,4,30,4,1,0,0,1,0
116,0,61.0,2,28,3,1,2,0,0,0
31,1,78.3665534322421,11,23,4,2,0,1,0,0
36,2,125.37795459069076,3,23,4,4,2,0,2,0
169,0,106.898778525542,4,20,3,2,2,2,0,0
233,1,102.81944398395636,8,5,4,1,1,0,0,0
32,0,98.1,5,22,4,0,2,3,0,0
4,0,156.0,4,6,4,1,0,0,3,0
105,0,150.88398881154313,8,25,4,2,0,0,3,0
103,1,258.70537380885435,7,16,4,2,1,0,5,0
55,0,149.33049549368252,8,7,4,5,2,0,2,0
225,0,69.00402111918305,11,26,4,1,0,3,0,0
61,0,69.16667963663596,6,8,4,8,2,0,0,0
385,1,90.0,10,22,3,0,1,1,0,0
72,0,97.78380425192528,9,13,2,1,0,1,0,0
16,0,79.0,2,16,4,4,0,3,0,0
31,0,218.2056002067248,8,27,4,1,1,1,2,0
37,0,106.73761301275614,3,30,4,4,1,3,0,0
10,0,169.0,7,24,4,0,0,0,0,0
157,1,146.7,7,7,4,2,0,0,3,0
27,0,74.8,11,13,4,7,2,1,0,0
151,0,99.5596801426695,8,5,4,3,1,3,0,0
220,1,126.46274036904215,9,28,4,2,0,0,0,0
2,0,68.59146622416286,7,15,3,1,2,0,0,0
166,0,104.36972016820945,8,18,4,2,0,0,0,0
34,0,123.8876601213251,9,2,4,2,2,0,3,0
6,0,161.0,3,26,4,2,2,0,3,0
12,0,119.14222513729958,9,30,4,0,0,3,0,0
205,0,123.20915963061042,6,28,3,2,1,0,0,0
138,0,144.38139359064576,8,14,4,3,1,0,3,0
83,0,93.6,11,18,4,1,0,0,0,0
106,0,94.5,7,25,4,1,0,3,0,0
1,0,79.0,2,13,4,0,0,3,0,0
60,0,92.79854856397364,4,11,4,3,0,0,0,0
50,1,108.0,10,4,4,2,0,2,0,0
170,0,90.95,7,7,4,3,1,0,0,0
0,0,116.3445459460529,4,10,4,2,1,0,0,0
77,0,129.6049140277401,7,6,4,3,1,0,3,0
364,1,107.206517161641,9,15,4,2,1,0,0,0
38,1,145.06488055918484,8,21,4,0,0,0,0,0
50,0,99.0,9,2,4,1,0,3,0,0
180,1,98.1,10,10,4,0,0,3,0,0
7,0,119.7271566798368,5,25,4,1,0,3,0,0
230,0,109.65,9,18,4,2,2,2,0,0
126,0,103.53763712220342,5,6,4,1,0,2,0,0
84,0,76.5,7,6,4,3,0,0,0,0
38,1,67.5,2,14,4,0,1,0,0,0
249,0,96.16558658238094,9,27,3,2,1,0,0,0
37,0,167.6712389752687,7,8,4,1,0,0,3,0
31,0,69.42520407284591,2,4,2,2,0,0,0,0
24,0,154.83741363015102,8,27,4,2,1,0,3,0
118,0,122.03740675690524,6,27,4,2,0,0,1,0
143,1,118.62026865055148,5,26,4,0,2,0,0,0
49,0,124.55048965131799,10,29,4,2,1,0,3,0
47,0,256.91461616609627,6,9,4,1,0,0,4,0
178,1,104.13796318557729,8,17,4,1,0,1,0,0
184,2,105.38483903084368,9,28,4,2,2,1,0,0
52,0,169.79977667798153,5,14,4,3,0,0,4,0
48,1,75.2710716604713,11,11,4,2,0,3,0,0
76,1,87.09024691299537,9,15,4,4,0,0,0,0
36,0,158.99053668445274,6,4,4,1,0,0,2,0
28,0,149.31492038150543,4,22,4,2,1,0,3,0
228,0,88.92463576780575,9,28,4,2,2,0,0,0
14,0,81.52312516619057,2,6,4,4,0,3,0,0
202,0,85.61882067104071,9,23,4,4,1,2,0,0
33,0,113.94126642896917,5,13,4,2,0,0,0,0
44,0,69.61152323984342,2,11,4,2,0,1,0,0
230,0,137.0,9,6,3,5,0,0,0,0
57,0,117.9,6,8,4,3,0,0,0,0
92,0,100.55400189620684,3,26,3,1,1,0,0,0
175,0,113.77612981007923,9,7,3,3,0,0,0,0
3,0,90.41948273434444,3,7,4,2,0,3,0,0
203,1,121.86332397274806,8,11,4,6,2,0,0,0
24,0,124.45767342431627,4,11,4,2,1,0,3,0
40,0,104.02145944123484,5,27,4,4,1,2,0,0
55,0,173.6442089096553,5,29,4,2,1,0,1,0
16,0,86.75803112179021,3,22,4,0,0,1,0,0
253,1,100.3,9,28,4,2,1,0,0,0
7,1,94.45221844953221,9,18,4,9,3,0,0,0
150,0,64.87040099490169,6,20,3,1,0,2,0,0
230,0,162.41913083600815,8,23,4,3,1,0,5,0
59,0,256.90562022210025,7,8,4,1,1,0,6,0
26,0,163.7357784828221,8,5,4,3,0,0,3,0
1,0,70.5923085254724,8,10,2,1,0,0,0,0
152,0,101.58982068900183,6,10,4,3,0,0,0,0
163,1,113.25482932007789,7,23,4,2,0,0,3,0
119,0,68.0,8,18,3,1,1,0,0,0
129,2,138.7449356541901,8,28,4,2,0,0,3,0
83,0,164.074517007722,5,7,4,2,0,0,4,0
238,0,89.93086720680762,7,14,4,2,0,0,0,0
160,0,96.3,8,27,4,1,0,0,0,0
96,1,84.96947050591628,8,21,4,0,1,1,0,0
145,0,177.94433291908814,10,22,4,1,1,1,0,0
9,0,95.54548442011783,10,13,4,1,1,3,0,0
225,0,106.52339709594139,10,16,4,4,1,0,0,0
17,0,96.8893352256733,3,11,3,2,1,2,0,0
104,0,143.81327067056486,6,8,4,2,0,0,0,0
31,0,112.6057335349394,7,2,4,0,2,3,0,0
32,0,142.0773371971381,3,24,4,2,0,0,3,0
14,0,131.68362459261232,4,29,4,6,1,0,2,0
105,0,68.0,7,4,3,1,1,0,0,0
157,1,114.38717267284933,5,23,4,2,0,0,2,0
107,0,108.0,10,10,4,0,0,3,0,0
45,0,66.15809565509426,3,5,4,2,0,3,0,0
38,0,122.48651046298983,11,17,4,5,2,0,0,0
25,0,138.35683181215785,9,15,4,1,0,3,0,0
11,1,152.11198061050513,8,17,4,1,0,0,0,0
158,0,198.96580218179784,5,26,4,2,0,0,4,0
22,1,79.0,2,21,4,1,1,3,0,0
70,0,109.44736348782222,8,31,4,2,0,1,0,0
171,1,139.33078672473385,7,22,4,1,1,0,1,0
179,0,90.16254697589662,9,27,4,2,1,0,0,0
19,0,203.2519449152623,5,11,4,3,1,0,5,0
97,0,69.69236155463446,10,28,4,1,0,0,0,0
217,0,99.78659538128703,7,8,4,3,0,0,0,0
116,0,146.09185718768853,9,15,4,2,1,0,0,0
36,0,159.3,5,6,4,1,0,0,3,0
176,1,104.4,10,28,4,1,2,0,3,0
178,1,127.54521450635187,8,21,4,3,0,0,0,0
304,0,89.0,11,3,3,2,0,0,0,0
102,0,94.74474586047243,6,17,3,1,1,0,0,0
164,1,162.6123408285029,8,4,4,2,1,0,1,0
181,0,150.4197041824255,9,1,3,4,2,0,1,0
120,0,85.09347525578569,3,27,4,2,2,0,0,0
179,0,108.3600232909298,8,3,4,3,0,0,0,0
208,0,168.2473265756746,8,4,4,1,0,0,5,0
121,0,77.56178124553173,11,14,4,2,1,3,0,0
120,0,108.1384395396602,6,3,4,1,1,0,0,0
12,0,139.54293776574963,4,7,4,1,0,0,0,0
170,0,91.90255261307037,7,5,4,3,1,1,0,0
7,0,119.5,7,19,4,2,0,0,0,0
225,1,92.27032867437312,10,30,4,3,1,0,2,0
160,0,80.41879536553786,9,28,4,1,0,3,0,0
121,0,110.88919955657052,3,29,4,2,0,0,2,0
134,0,107.64505587913916,6,5,4,3,0,0,0,0
39,0,116.1,5,10,4,3,1,3,0,0
136,0,92.13313971409221,6,28,4,3,0,0,0,0
53,0,106.78896111312895,9,10,4,0,0,3,0,0
253,0,90.01968669110637,5,3,3,4,0,0,0,0
18,0,156.02207278104373,5,11,4,1,0,0,3,0
34,0,93.61897875113083,11,19,4,1,0,0,0,0
152,2,130.38268348825667,7,23,4,1,1,0,0,0
53,0,112.99533275095195,4,9,4,2,2,0,3,0
58,0,93.95529778509452,9,18,4,2,0,0,0,0
97,1,76.96575120646486,11,26,4,1,1,3,0,0
78,0,105.88003819352215,3,24,4,2,1,0,3,0
181,0,111.99610195539668,9,9,4,3,0,0,0,0
92,0,101.61877186214367,4,26,3,1,1,1,0,0
250,1,100.0387117892314,9,25,3,2,1,0,0,0
10,0,97.0,3,12,4,0,1,2,0,0
41,0,103.27968011429844,3,27,4,0,1,0,0,0
53,0,140.4,5,27,4,2,1,0,3,0
256,1,115.0,6,15,3,1,0,1,0,0
38,1,81.9,3,9,4,3,1,0,0,0
178,1,158.39384865147466,8,27,4,1,0,0,2,0
5,0,137.00323600890866,7,28,4,1,0,3,0,0
51,0,117.17973002907026,6,8,4,2,2,0,2,0
12,1,111.07070404459024,8,11,3,11,4,0,0,0
64,0,73.95,2,11,4,2,1,0,0,0
8,1,127.23841186421782,2,5,4,2,0,0,3,0
135,0,124.8,8,15,4,3,0,0,3,0
36,0,214.4168308044044,7,17,4,3,0,0,5,0
82,1,93.00618780951325,10,24,4,2,0,0,0,0
33,0,104.0600676984312,6,9,4,1,0,3,0,0
85,0,151.64414926203807,8,3,4,3,0,0,3,0
354,0,84.8918458020795,12,26,4,4,1,0,2,0
148,0,91.31541588360172,7,25,4,7,2,3,0,0
88,0,150.47410138219118,9,7,4,3,1,0,3,0
4,1,136.135887865035,8,18,4,3,1,0,0,0
110,0,120.0,10,9,3,0,1,0,0,0
131,0,80.75,6,18,4,3,1,0,0,0
150,0,108.70236956623033,7,11,4,4,1,1,0,0
27,0,148.1178482722238,10,3,4,3,3,0,1,0
13,0,91.60165252371053,9,17,4,4,1,1,0,0
34,0,158.35564632182556,8,4,4,2,0,0,3,0
87,0,96.81255538489066,4,12,4,3,0,0,0,0
271,1,115.95388727962653,9,28,4,2,0,0,3,0
62,0,106.51669993052536,6,18,4,2,2,0,0,0
190,0,113.56235882078875,10,25,4,1,0,0,3,0
43,0,170.4740302164478,6,2,4,0,1,0,3,0
12,0,119.85913139604914,4,2,4,2,1,0,0,0
7,0,174.12471885203917,9,6,4,2,2,0,2,0
254,0,90.95,9,26,4,4,0,0,0,0
31,0,119.01829527911694,3,4,4,2,1,0,2,0
110,0,83.60564036869518,11,7,4,3,0,0,0,0
14,0,166.23755280146636,9,7,2,2,0,0,3,0
26,0,115.00189788015462,4,15,4,1,0,2,0,0
161,0,129.41457504594374,5,17,4,2,0,0,1,0
127,0,85.71424769753749,6,26,4,2,1,3,0,0
162,1,126.99560323101426,8,12,4,2,0,0,0,0
12,0,87.11923622828022,7,18,3,0,0,1,0,0
381,1,72.49239742559669,12,23,4,2,1,0,1,0
211,0,81.18556152290927,6,18,4,0,1,0,0,0
191,0,110.37577655620993,6,24,3,2,0,0,0,0
31,0,152.12624226211793,8,5,4,2,1,0,0,0
147,1,85.5,9,27,4,0,0,0,0,0
103,0,100.2447996823768,3,24,4,3,0,0,0,0
75,0,93.6,11,3,4,2,0,0,0,0
15,0,126.60692247417417,6,15,4,2,0,1,0,0
257,0,95.51669684760724,10,26,4,1,2,0,0,0
10,1,140.0,10,4,4,1,0,0,2,0
4,0,118.82468697477127,3,6,4,1,1,0,2,0
218,1,145.03440025144621,9,12,4,2,0,0,0,0
11,0,160.0,8,23,4,0,0,0,0,0
218,0,99.71922006394574,8,8,3,3,0,0,0,0
195,0,85.59367697793472,7,19,4,3,0,0,0,0
42,0,104.72665720184673,10,1,4,2,0,0,0,0
348,0,90.0,9,5,3,4,0,0,0,0
308,1,78.3,11,23,4,3,0,0,0,0
99,0,77.80613087735983,9,19,4,4,1,1,0,0
74,0,132.3,10,21,4,2,0,0,3,0
83,1,79.2,11,25,4,1,0,3,0,0
46,0,71.53655570869842,2,17,4,1,0,2,0,0
213,0,118.88781050001134,8,30,4,3,0,0,2,0
158,0,92.97319869492063,7,24,4,2,0,3,0,0
2,0,109.12037380320609,10,25,3,2,0,0,2,0
232,0,104.57733418641995,8,28,4,8,3,0,2,0
14,0,86.79328448224636,3,4,4,7,2,0,0,0
275,0,91.31866855231343,10,8,4,4,2,2,0,0
157,0,113.00894490264702,7,13,3,2,0,0,0,0
236,1,106.04290173431424,9,20,4,3,1,0,0,0
175,0,130.99858254689838,8,14,4,4,1,0,3,0
72,0,203.82064404726728,7,8,4,0,1,0,5,0
42,0,113.37140893210277,3,19,4,1,2,0,0,0
132,0,105.88970993540671,7,4,4,4,0,0,0,0
141,0,96.3,8,26,4,2,1,0,0,0
59,0,122.28152212504712,11,1,4,2,1,0,3,0
183,0,101.72132886194458,10,4,4,3,0,0,0,0
53,0,135.9,7,27,4,2,0,0,0,0
194,0,103.13617006394817,8,1,4,2,1,0,0,0
205,0,5.231006730084449,9,12,4,3,1,0,0,0
38,0,115.24283650940639,3,20,4,0,1,0,3,0
272,0,78.9106574996172,6,6,3,3,2,0,0,0
12,0,112.42,5,30,4,2,1,0,3,0
56,0,67.38164338688483,11,16,4,1,1,2,0,0
296,0,117.0,9,21,3,4,0,1,0,0
88,0,119.80069438587799,10,9,4,1,0,0,0,0
7,0,99.09575419866336,7,15,3,0,0,0,0,0
55,0,118.82322827852826,4,22,4,2,1,0,3,0
70,0,149.4,9,17,4,1,0,0,3,0
54,0,118.9908823436593,4,23,4,2,1,0,3,0
170,0,137.7,7,23,4,1,0,0,0,0
205,0,150.45,9,14,4,10,3,0,2,0
75,0,112.36207942667085,4,6,4,2,0,0,0,0
117,0,58.923826724543346,7,25,3,3,0,0,0,0
194,2,129.65976153139053,8,14,4,2,2,0,3,0
34,0,112.56219498357441,4,27,4,2,0,0,0,0
30,0,152.3470488182366,8,3,4,2,0,0,1,0
56,0,117.96547906567578,3,29,4,3,0,0,3,0
73,0,104.45393312716513,5,16,3,0,0,0,0,0
108,0,152.1,8,24,4,4,0,0,3,0
38,0,103.67464509875582,7,25,4,1,1,1,0,0
173,0,90.7770364612627,7,13,4,4,0,1,0,0
154,0,101.97144533484787,6,9,4,3,0,0,0,0
12,0,137.31772589222646,7,8,4,1,0,3,0,0
35,0,143.1,3,24,4,1,0,0,0,0
29,0,115.93073531866084,4,20,4,1,0,2,0,0
73,0,159.56817472133517,8,28,4,1,1,0,3,0
77,0,123.99163698235944,8,10,4,2,0,1,0,0
118,0,143.1,9,20,4,3,0,0,3,0
101,0,79.67513429395218,10,16,3,2,0,1,0,0
12,0,154.0,9,5,4,1,0,0,3,0
111,1,76.5,8,21,4,1,0,0,0,0
147,0,85.5,6,26,4,1,1,3,0,0
25,0,138.12179457725145,6,26,4,1,2,0,0,0
61,0,118.8,4,18,4,1,1,0,3,0
35,1,159.3,3,25,4,1,0,0,3,0
158,0,114.3,7,7,4,2,0,0,0,0
2,0,88.89072055463184,3,9,3,1,0,2,0,0
194,0,130.05,8,9,4,3,1,0,3,0
224,0,72.88614439272278,10,18,4,1,0,0,0,0
5,0,99.8178453487699,7,14,3,2,1,0,0,0
69,0,199.3926279652087,3,29,4,2,0,0,5,0
19,0,79.0,2,21,4,3,0,3,0,0
24,0,285.00908073659957,5,21,4,1,1,0,6,0
12,0,127.08106266090456,2,25,4,1,0,0,2,0
124,0,143.1,9,20,4,4,1,0,3,0
79,0,81.6787175998506,4,2,4,0,1,0,0,0
136,0,109.8,6,27,4,3,0,0,3,0
36,0,82.95530841619713,4,1,4,2,0,1,0,0
26,0,79.2725420476509,12,19,4,2,1,2,0,0
162,0,166.1941642966419,7,4,4,0,1,0,3,0
203,0,102.18038320734038,8,4,3,2,0,0,0,0
108,0,110.04257196318272,5,8,3,0,1,0,0,0
9,0,215.83191517467984,5,12,4,3,1,0,5,0
98,0,130.2218710363081,6,26,4,2,1,0,3,0
217,1,77.11485304289005,8,7,3,1,0,0,0,0
159,1,131.2927191679286,8,28,4,2,1,0,3,0
161,0,123.15688545462923,7,24,4,1,0,0,0,0
26,0,76.60274307092727,10,16,2,2,0,0,0,0
139,0,72.25,5,6,3,3,1,0,0,0
157,0,121.5,7,23,4,1,0,0,0,0
19,0,65.20551780305242,9,10,3,0,1,2,0,0
27,0,78.58670572092888,10,5,4,0,1,0,0,0
173,1,113.23247098278104,7,27,4,2,1,0,0,0
26,0,78.5866364141646,10,10,3,1,1,0,1,0
178,0,106.06427962599967,8,22,2,3,1,0,2,0
1,0,138.58923264722392,6,28,3,1,0,0,0,0
178,0,128.39443470322715,8,24,4,1,0,0,0,0
178,0,88.50927364281307,7,22,4,2,0,2,0,0
203,1,119.85,9,7,4,9,3,0,0,0
10,0,111.35,5,31,4,2,0,0,0,0
11,0,136.0001035143497,4,5,4,1,0,0,0,0
91,0,78.07193194875587,5,4,4,1,1,0,0,0
64,0,105.3,7,23,4,3,2,0,0,0
8,0,113.4100995732536,3,26,4,1,0,0,1,0
146,0,104.24672433054288,8,17,4,2,1,1,0,0
118,0,157.14329355676813,8,7,4,4,2,0,2,0
354,1,108.14123724913536,9,15,3,2,1,0,0,0
159,0,107.0483513282096,4,16,4,2,2,0,0,0
181,0,98.1,10,11,4,1,0,3,0,0
325,0,0.0,8,16,4,2,0,0,0,0
195,2,111.81808569032535,8,23,4,5,2,0,0,0
22,0,169.15131094563657,8,21,4,2,2,0,1,0
16,1,75.77697565922439,10,12,4,2,1,1,0,0
57,1,138.65278821307453,10,14,4,2,0,0,3,0
137,0,103.40347611873354,7,2,4,4,1,0,0,0
80,0,131.49417562958172,5,29,4,3,0,0,0,0
15,0,154.55896461269063,4,14,4,2,1,0,3,0
214,0,90.97289399770628,7,14,4,3,0,0,0,0
195,2,112.2407127128269,8,19,4,5,2,0,1,0
10,0,145.0,9,8,4,1,0,0,0,0
138,0,140.37988607829686,12,26,4,3,0,0,4,0
95,2,89.71895247071689,11,20,4,0,2,0,0,0
84,0,121.9004508495789,11,22,4,1,0,0,0,0
106,0,76.5,8,20,4,2,0,0,0,0
177,0,84.04149924042447,8,24,4,3,0,3,0,0
73,0,119.85,5,13,4,2,2,0,0,0
93,0,109.35,7,17,4,0,1,0,0,0
93,0,77.57838124650812,4,6,4,4,1,3,0,0
275,1,77.68438115670426,11,3,4,2,0,0,0,0
6,0,170.56404652149652,8,6,4,2,2,0,0,0
162,1,162.47557345470253,8,4,4,1,1,0,0,0
2,0,137.32226483032395,3,23,4,1,1,0,1,0
78,0,170.33053920723057,4,18,4,2,0,0,5,0
127,0,89.56241265183324,6,25,4,3,0,2,0,0
71,1,72.20011398935854,3,18,4,3,1,2,0,0
35,0,89.3500336531733,3,22,4,3,0,0,0,0
51,0,94.5,4,11,4,2,0,3,0,0
103,1,81.96287018307355,4,2,3,3,1,0,0,0
69,0,134.49722818648664,5,8,4,5,2,0,0,0
119,0,159.3,6,2,4,3,0,0,3,0
18,0,167.51551463013573,7,4,4,1,0,0,1,0
117,0,72.907108873889,8,24,3,4,1,0,0,0
46,1,74.8,11,21,4,4,0,3,0,0
50,0,140.7388857630364,9,2,4,2,1,0,3,0
5,0,122.4739273493557,6,27,4,1,0,3,0,0
87,0,76.5,4,6,4,1,0,3,0,0
118,0,65.1807089034349,7,20,3,0,0,0,0,0
84,0,104.76741376741167,4,25,4,3,0,0,0,0
162,1,119.55725070535256,7,27,4,1,0,0,2,0
115,0,149.98996342351603,9,14,4,3,1,0,3,0
148,0,80.1,10,29,4,0,1,3,0,0
89,0,80.75,4,12,3,4,0,2,0,0
27,0,104.0,11,18,4,1,1,0,0,0
71,0,113.5439546135189,5,30,4,1,0,0,0,0
43,0,147.48143959925508,8,26,4,1,1,0,3,0
54,0,112.76313115567915,10,11,4,1,0,0,0,0
179,0,86.79397085787254,7,8,4,2,0,3,0,0
44,0,134.468285486397,5,27,3,2,0,0,1,0
6,0,129.0,5,10,4,1,0,3,0,0
70,0,78.61099334130174,3,2,3,2,0,0,0,0
160,1,114.80084613350529,8,13,3,2,0,0,0,0
78,1,76.5,7,2,4,3,0,0,0,0
188,0,105.3,8,12,4,1,0,0,0,0
103,0,146.1016041422728,6,8,3,2,0,0,2,0
2,0,111.85614335918062,6,28,3,2,1,0,0,0
173,1,104.4,10,25,4,2,0,0,3,0
6,0,118.03609739840213,4,23,4,2,0,3,0,0
177,1,122.05744392809495,8,24,4,1,2,0,0,0
237,0,128.8021811229434,10,13,4,3,0,0,3,0
168,0,106.477317673708,6,20,3,1,1,1,0,0
171,0,104.43256410493065,9,27,4,1,1,0,3,0
70,0,74.8,11,20,4,3,0,1,0,0
87,0,105.3,3,25,4,2,1,0,3,0
10,0,79.0,10,6,0,2,1,0,0,0
35,0,81.9,3,7,4,2,0,0,0,0
275,0,109.26732440044651,10,27,2,2,0,0,3,0
136,1,82.9313252669215,11,28,4,2,0,1,0,0
266,0,95.26001083511107,9,29,4,2,1,0,0,0
68,0,110.96979544018104,4,14,4,4,1,0,3,0
152,2,130.22664853353135,7,23,4,2,1,0,0,0
151,0,137.05028018116258,7,4,4,5,1,0,2,0
5,1,139.0,7,27,4,1,0,3,0,0
26,0,119.47928038432482,9,16,4,2,2,2,0,0
203,0,131.26553192407792,9,21,4,5,2,0,0,0
88,0,108.0,10,9,4,3,0,3,0,0
7,0,151.0,7,13,4,2,0,0,0,0
205,0,90.05413032583655,5,29,4,1,2,0,0,0
182,1,138.4377376277478,8,7,4,1,0,0,3,0
145,0,93.85656159279199,7,28,3,1,2,0,0,0
102,0,109.65,5,10,4,4,2,3,0,0
86,0,99.35774380839564,4,8,4,3,0,0,3,0
374,0,91.32757243765185,10,19,3,2,0,0,0,0
99,0,96.20898183882431,4,13,3,2,0,0,0,0
4,0,80.92556961596146,2,5,4,3,1,2,0,0
0,0,161.28820356196044,7,26,4,2,0,0,4,0
14,0,152.86119202183,7,28,4,1,0,0,4,0
16,0,112.44282482425291,5,27,4,0,2,1,0,0
203,0,90.0,5,29,4,1,2,0,0,0
33,0,125.7537404226892,6,8,4,1,1,1,0,0
79,0,120.51637013190144,8,26,4,2,1,2,0,0
67,0,89.39478160684193,6,18,4,1,1,0,0,0
57,0,112.87654269945595,5,20,4,2,1,0,3,0
124,0,138.28438140793176,7,15,4,1,1,0,2,0
88,0,116.78987436636724,4,29,4,1,2,2,0,0
196,0,137.7,8,22,4,2,1,0,3,0
273,0,109.4863916280889,5,17,3,1,0,1,0,0
28,0,70.0,2,6,3,4,2,0,0,0
220,0,93.75579186234906,7,2,4,2,0,0,0,0
31,1,132.056021533198,7,26,4,1,0,0,0,0
313,0,75.63486133257078,10,14,4,3,0,0,0,0
51,0,125.53537484132056,5,28,4,1,1,0,3,0
108,1,174.345950989758,9,27,4,2,0,0,3,0
7,0,144.22150088508974,8,10,4,2,2,0,4,0
147,0,96.28778128675754,8,26,4,1,2,0,0,0
149,0,96.13764886782788,6,16,3,2,0,0,0,0
419,0,84.89615986063265,9,24,3,2,0,0,0,0
265,0,108.98669350586235,6,24,3,2,0,0,0,0
158,0,105.3,7,24,4,0,1,0,0,0
